Servidor de administración virtual,Grupo,Dispositivo,Placa madre,CPU,"Memoria, en MB",Almacenamiento de datos,"Total, en GB","Total disponible, en GB",Adaptador de video,Controlador de interfaz de red,Tarjeta de sonido,Unidad de disco óptico,Monitor,Dirección IP:,Dirección IPv6
,Matriz,PCF0144,H110M-A D3,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,KINGSTON SA400S37120G 54/120,120,54,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (30:5A:3A:47:2E:B3),"High Definition Audio Device, Intel(R) Display Audio",,Generic PnP Monitor,192.168.0.166,N/D
,Matriz,PCF0147,H110M-K,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,KINGSTON SA400S37480G 155/480,480,155,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (88:D7:F6:40:EB:98),"Realtek High Definition Audio, NVIDIA Virtual Audio Device (Wave Extensible) (WDM), Intel(R) Display Audio",,"Generic PnP Monitor, Generic PnP Monitor (AQPK81A000008?ø)",192.168.0.138,N/D
,Matriz,PCF0148,H110M-K,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,12288,KINGSTON SA400S37480G 334/480,480,334,Intel(R) HD Graphics 630,Realtek PCIe GbE Family Controller (88:D7:F6:40:E8:2B),"Intel(R) Display Audio, Realtek High Definition Audio",,Generic PnP Monitor,192.168.6.237,N/D
,Matriz,PCF0150,H110M-K,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,16384,"ST2000DM001-1E6164 0/2000, KINGSTON SA400S37120G 30/120",2120,30,NVIDIA GeForce GT 710,"VMware Virtual Ethernet Adapter for VMnet1 (00:50:56:C0:00:01), VMware Virtual Ethernet Adapter for VMnet8 (00:50:56:C0:00:08), Realtek PCIe GbE Family Controller (88:D7:F6:40:EB:F5)","High Definition Audio Device, NVIDIA High Definition Audio",HL-DT-ST DVDRAM GH22NS40,"Generic PnP Monitor (H1AK500000), Generic PnP Monitor (H1AK500000)",192.168.0.72,N/D
,Matriz,PCF0151,H110M-A/M.2,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,8192,KINGSTON SA400S37480G 312/480,480,312,NVIDIA GeForce 210,Intel(R) Ethernet Connection (2) I219-V (B0:6E:BF:7F:76:A5),"NVIDIA High Definition Audio, Realtek High Definition Audio, NVIDIA High Definition Audio, NVIDIA High Definition Audio, NVIDIA Virtual Audio Device (Wave Extensible) (WDM), NVIDIA High Definition Audio",HL-DT-ST DVDRAM GH24NSC0,"Generic PnP Monitor (H4TW300738), Generic PnP Monitor (H4TW300768)",192.168.0.31,N/D
,Matriz,PCF0152,H110M-E/M.2,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,8192,"KINGSTON SA400S37240G 139/240, ST1000DM010-2EP102 924/1000",1240,1063,NVIDIA GeForce GT 710,Realtek PCIe GbE Family Controller (B0:6E:BF:5C:55:E5),"High Definition Audio Device, NVIDIA High Definition Audio",,"Generic PnP Monitor (H4TW400417), Generic PnP Monitor (H4TW301038)",192.168.0.53,N/D
,Matriz,PCF0156,H110M-C,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,TOSHIBA DT01ACA100 848/1000,1000,848,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (60:45:CB:A5:D2:EC),"Realtek High Definition Audio, Intel(R) Display Audio",,Generic PnP Monitor,192.168.0.47,N/D
,Matriz,PCF0158,H110M-E/M.2,Intel(R) Celeron(R) CPU G3930 @ 2.90GHz,8192,WDC WD10SPZX-60Z10T0 912/1000,1000,912,Intel(R) HD Graphics 610,Realtek PCIe GbE Family Controller (B0:6E:BF:5A:EE:9F),"Intel(R) Display Audio, High Definition Audio Device",,Generic PnP Monitor,192.168.0.190,N/D
,Matriz,PCF0160,H110M-R,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,KINGSTON SA400S37480G 297/480,480,297,NVIDIA GeForce GT 710,Realtek PCIe GbE Family Controller (2C:FD:A1:C0:91:FE),"High Definition Audio Device, NVIDIA High Definition Audio",,"Generic PnP Monitor (H4TW200645), Generic PnP Monitor (H4TW400260)",192.168.0.238,N/D
,Matriz,PCF0161,H110M-R,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,"ST1000DM010-2EP102 14/1000, KINGSTON SA400S37240G 39/240",1240,53,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (2C:FD:A1:C0:80:25),"Realtek High Definition Audio, NVIDIA Virtual Audio Device (Wave Extensible) (WDM), Intel(R) Display Audio",,"Generic PnP Monitor, Generic PnP Monitor (CN42171ZND)",192.168.0.146,N/D
,Matriz,PCF0165,H110M-D,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,"KINGSTON SA400S37120G 0/120, ST1000DM010-2EP102 0/1000",1120,0,NVIDIA GeForce GT 710,Realtek PCIe GbE Family Controller (18:31:BF:24:75:B2),"High Definition Audio Device, NVIDIA High Definition Audio",,Generic PnP Monitor (401NDPH2K072),192.168.0.57,N/D
,Matriz,PCF0166,H110M-R,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,ST1000DM010-2EP102 798/1000,1000,798,Intel(R) HD Graphics 510,"Realtek PCIe GbE Family Controller (18:31:BF:B1:E0:E4), TAP-Windows Adapter V9 (00:FF:1D:21:56:94)",Sonido Intel(R) para pantallas,,"Generic PnP Monitor, Generic PnP Monitor",192.168.0.186,N/D
,Matriz,PCF0167,H110M-R,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,KINGSTON SA400S37120G 33/120,120,33,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (18:31:BF:B1:E9:9E),"High Definition Audio Device, Intel(R) Display Audio",,Generic PnP Monitor,192.168.0.147,N/D
,Matriz,PCF0170,H110M-R,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,KINGSTON SA400S37480G 261/480,480,261,NVIDIA GeForce GT 710,Realtek PCIe GbE Family Controller (4C:ED:FB:97:DD:D0),"Realtek High Definition Audio, NVIDIA High Definition Audio",,"Generic PnP Monitor (H4TW200666), Generic PnP Monitor (H4TW200162)",192.168.0.216,N/D
,Matriz,PCF0172,H110M-R,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,"ST1000DM010-2EP102 400/1000, KINGSTON SA400S37480G 0/480",1480,400,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (4C:ED:FB:97:E4:1B),"Realtek High Definition Audio, Intel(R) Display Audio",,Generic PnP Monitor,192.168.40.109,N/D
,Matriz,PCF0173,H110M-R,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,VK000480GXAWK 343/480,480,343,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (4C:ED:FB:97:F0:1A),"Realtek High Definition Audio, NVIDIA Virtual Audio Device (Wave Extensible) (WDM), Intel(R) Display Audio",,Generic PnP Monitor,192.168.0.202,N/D
,Matriz,PCF0176,H110M-R,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,"TOSHIBA DT01ACA100 801/1000, KINGSTON SA400S37480G 362/480",1480,1163,NVIDIA GeForce GT 710,Realtek PCIe GbE Family Controller (4C:ED:FB:97:F0:3A),"Realtek High Definition Audio, NVIDIA Virtual Audio Device (Wave Extensible) (WDM), NVIDIA High Definition Audio",,"Generic PnP Monitor (H4TW400477), Generic PnP Monitor (401NDXQ2J810)",192.168.40.131,N/D
,Matriz,PCF0177,H110M PRO-VH PLUS (MS-7A15),Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,16384,"TOSHIBA DT01ACA100 333/1000, KINGSTON SA400S37480G 388/480",1480,721,NVIDIA GeForce GT 710,Realtek PCIe GbE Family Controller (30:9C:23:9A:77:F3),"NVIDIA High Definition Audio, High Definition Audio Device",,"Generic PnP Monitor (H4TW400419), Generic PnP Monitor (H4TW400322)",192.168.0.15,N/D
,Matriz,PCF0180,H110M-K,Intel(R) Pentium(R) CPU G4560 @ 3.50GHz,12288,HS-SSD-C100 480G 288/480,480,288,Intel(R) HD Graphics 610,Realtek PCIe GbE Family Controller (18:31:BF:CB:67:74),"Intel(R) Display Audio, High Definition Audio Device, USB Audio Device",,"Generic PnP Monitor, Generic PnP Monitor (00000000SL0)",192.168.0.163,N/D
,Matriz,PCF0181,H110M-K,Intel(R) Pentium(R) CPU G4560 @ 3.50GHz,8192,HP SSD S700 500GB 242/500,500,242,NVIDIA GeForce GT 710,Realtek PCIe GbE Family Controller (18:31:BF:CB:67:76),"Realtek High Definition Audio, NVIDIA High Definition Audio, NVIDIA Virtual Audio Device (Wave Extensible) (WDM)",,"Generic PnP Monitor, Generic PnP Monitor (H4TK400898)",192.168.0.40,N/D
,Matriz,PCF0183,H110M-K,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,4096,TOSHIBA DT01ACA100 783/1000,1000,783,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (4C:ED:FB:6A:C5:88),"High Definition Audio Device, Intel(R) Display Audio",,Generic PnP Monitor,192.168.0.69,N/D
,Matriz,PCF0184,H110M-K,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,"KINGSTON SA400S37120G 9/120, TOSHIBA DT01ACA100 887/1000",1120,896,NVIDIA GeForce GT 710,Realtek PCIe GbE Family Controller (4C:ED:FB:6A:C5:8B),"High Definition Audio Device, NVIDIA High Definition Audio",,"Generic PnP Monitor (401NDFV2J475), Generic PnP Monitor (AQPK21A005295?M)",192.168.0.64,N/D
,Matriz,PCF0185,H110M-K,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,"KINGSTON SA400S37120G 26/120, ST500DM002-1BD142 499/500",620,525,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (4C:ED:FB:6A:C5:5A),"High Definition Audio Device, Intel(R) Display Audio",,Generic PnP Monitor,192.168.0.248,N/D
,Matriz,PCF0186,H110M-K,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,HS-SSD-C100 480G 307/480,480,307,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (4C:ED:FB:6A:C5:25),"Realtek High Definition Audio, NVIDIA Virtual Audio Device (Wave Extensible) (WDM), Sonido Intel(R) para pantallas",,Generic PnP Monitor,192.168.0.30,N/D
,Matriz,PCF0187,H110M-K,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,KINGSTON SA400S37480G 321/480,480,321,NVIDIA GeForce GT 710,Realtek PCIe GbE Family Controller (4C:ED:FB:6A:C6:05),"Realtek High Definition Audio, NVIDIA High Definition Audio, NVIDIA Virtual Audio Device (Wave Extensible) (WDM)",,"Generic PnP Monitor, Generic PnP Monitor",192.168.0.210,N/D
,Matriz,PCF0189,H110M-K,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,KINGSTON SA400S37120G 38/120,120,38,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (18:31:BF:C9:6E:52),"Realtek High Definition Audio, Intel(R) Display Audio",,Generic PnP Monitor,192.168.0.16,N/D
,Matriz,PCF0190,H310M PRO-VH (MS-7B33),Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,KINGSTON SA400S37240G 147/240,240,147,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (30:9C:23:DE:FE:88),"High Definition Audio Device, Intel(R) Display Audio",,"Generic PnP Monitor, Generic PnP Monitor",192.168.0.71,N/D
,Matriz,PCF0192,H310M PRO-VH (MS-7B33),Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,"TOSHIBA DT01ACA100 713/1000, KINGSTON SA400S37480G 392/480",1480,1105,NVIDIA GeForce GT 710,Realtek PCIe GbE Family Controller (30:9C:23:DE:F9:E1),"NVIDIA High Definition Audio, High Definition Audio Device",,"Generic PnP Monitor (1CR1361DDY), Generic PnP Monitor (1CR1361DBX)",192.168.0.28,N/D
,Matriz,PCF0193,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,192.168.0.39,N/D
,Matriz,PCF0194,PRIME H310M-K,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,"KINGSTON SA400S37120G 29/120, ST1000DM010-2EP102 923/1000",1120,952,NVIDIA GeForce GT 710,Realtek PCIe GbE Family Controller (0C:9D:92:60:B1:06),"NVIDIA High Definition Audio, High Definition Audio Device",,"Generic PnP Monitor (CN42130HTF), Generic PnP Monitor (CN42132JJX)",192.168.0.169,N/D
,Matriz,PCF0195,PRIME H310M-A,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,"TOSHIBA DT01ACA100 939/1000, KINGSTON SA400S37240G 110/240",1240,1049,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (4C:ED:FB:74:82:DB),"High Definition Audio Device, Intel(R) Display Audio",,"Generic PnP Monitor (H7BR301418), Generic PnP Monitor",192.168.0.249,N/D
,Matriz,PCF0195~~16820,PRIME H310M-A,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,"TOSHIBA DT01ACA100 939/1000, KINGSTON SA400S37480G 385/480",1480,1324,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (4C:ED:FB:74:82:DB),"High Definition Audio Device, Intel(R) Display Audio",,"Generic PnP Monitor (H7BR301418), Generic PnP Monitor",192.168.0.249,N/D
,Matriz,PCF0196,PRIME H310M-A,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,16384,"KINGSTON SA400S37480G 339/480, ST500DM002-1BD142 318/500",980,657,NVIDIA GeForce GT 710,Realtek PCIe GbE Family Controller (4C:ED:FB:74:8C:64),"NVIDIA High Definition Audio, High Definition Audio Device",,"Generic PnP Monitor (H4TW400139), Generic PnP Monitor (H4TW200599)",192.168.0.46,N/D
